date,close,high,low,open,volume
2026-04-03 09:00:00,185900.0,186300.0,184100.0,184200.0,0
2026-04-03 09:05:00,186200.0,187200.0,185800.0,186000.0,975143
2026-04-03 09:10:00,186800.0,187100.0,185700.0,186250.0,677612
2026-04-03 09:15:00,185800.0,187100.0,185700.0,186900.0,578171
2026-04-03 09:20:00,184500.0,186200.0,184400.0,185800.0,710607
2026-04-03 09:25:00,185800.0,185900.0,184500.0,184500.0,503187
2026-04-03 09:30:00,184500.0,185900.0,184500.0,185800.0,349367
2026-04-03 09:35:00,183900.0,184600.0,183600.0,184500.0,443602
2026-04-03 09:40:00,185000.0,185000.0,183700.0,183900.0,232271
2026-04-03 09:45:00,184850.0,185000.0,184500.0,185000.0,146899
2026-04-03 09:50:00,185600.0,185700.0,184800.0,184850.0,287912
2026-04-03 09:55:00,186800.0,186850.0,185300.0,185550.0,398727
2026-04-03 10:00:00,186000.0,186900.0,185700.0,186900.0,280688
2026-04-03 10:05:00,186100.0,186300.0,185400.0,185950.0,175941
2026-04-03 10:10:00,185900.0,186200.0,185200.0,186200.0,167525
2026-04-03 10:15:00,185750.0,186100.0,185500.0,186000.0,136875
2026-04-03 10:20:00,185500.0,186000.0,185400.0,185700.0,127193
2026-04-03 10:25:00,185800.0,186000.0,185400.0,185500.0,104956
2026-04-03 10:30:00,184900.0,185800.0,184800.0,185700.0,198832
2026-04-03 10:35:00,185000.0,185350.0,184600.0,184900.0,248863
2026-04-03 10:40:00,185200.0,185400.0,184900.0,185000.0,119361
2026-04-03 10:45:00,184800.0,185300.0,184500.0,185300.0,202655
2026-04-03 10:50:00,184100.0,185000.0,183900.0,184800.0,274383
2026-04-03 10:55:00,183800.0,184700.0,183500.0,184200.0,303973
2026-04-03 11:00:00,184600.0,184700.0,183500.0,183900.0,210021
2026-04-03 11:05:00,184200.0,184700.0,183600.0,184600.0,161944
2026-04-03 11:10:00,184200.0,184600.0,184000.0,184100.0,131061
2026-04-03 11:15:00,184300.0,184400.0,183700.0,184200.0,156013
2026-04-03 11:20:00,183900.0,184500.0,183800.0,184300.0,134705
2026-04-03 11:25:00,183500.0,184100.0,183500.0,183900.0,159793
2026-04-03 11:30:00,182900.0,183600.0,182700.0,183600.0,316393
2026-04-03 11:35:00,183100.0,183600.0,182800.0,182900.0,211694
2026-04-03 11:40:00,183200.0,183500.0,183000.0,183200.0,158779
2026-04-03 11:45:00,183500.0,183500.0,182700.0,183200.0,168376
