date,close,high,low,open,volume
2026-04-03 09:00:00,189714.296875,190952.390625,189523.8125,190476.203125,0
2026-04-03 09:05:00,188857.15625,190000.015625,188571.4375,189809.53125,11438
2026-04-03 09:10:00,189142.859375,189428.578125,188285.71875,188857.15625,9801
2026-04-03 09:15:00,188380.953125,189142.859375,188285.71875,189142.859375,7395
2026-04-03 09:20:00,188285.71875,188476.203125,187714.296875,188476.203125,5584
2026-04-03 09:25:00,188571.4375,188571.4375,188285.71875,188285.71875,4888
2026-04-03 09:30:00,188761.90625,189047.625,188380.953125,188571.4375,6674
2026-04-03 09:35:00,188380.953125,188761.90625,188095.25,188761.90625,3345
2026-04-03 09:40:00,188571.4375,188571.4375,188095.25,188380.953125,2013
2026-04-03 09:45:00,188666.671875,188666.671875,188380.953125,188571.4375,2956
2026-04-03 09:50:00,188285.71875,188952.390625,188190.484375,188666.671875,3484
2026-04-03 09:55:00,188380.953125,188476.203125,188000.015625,188190.484375,4178
2026-04-03 10:00:00,188571.4375,188761.90625,188285.71875,188285.71875,4189
2026-04-03 10:05:00,188380.953125,188571.4375,188190.484375,188571.4375,2906
2026-04-03 10:10:00,188190.484375,188380.953125,188000.015625,188285.71875,2797
2026-04-03 10:15:00,188285.71875,188476.203125,188095.25,188190.484375,2319
2026-04-03 10:20:00,188190.484375,188476.203125,188190.484375,188285.71875,1888
2026-04-03 10:25:00,188000.015625,188285.71875,187809.53125,188190.484375,5424
2026-04-03 10:30:00,187428.578125,188095.25,187333.34375,187904.765625,7911
2026-04-03 10:35:00,187142.859375,187619.0625,187047.625,187333.34375,5918
2026-04-03 10:40:00,187047.625,187333.34375,186857.15625,187142.859375,4949
2026-04-03 10:45:00,186857.15625,187047.625,186380.953125,187047.625,10193
2026-04-03 10:50:00,186666.671875,187142.859375,186571.4375,186857.15625,4925
2026-04-03 10:55:00,186761.90625,186952.390625,186571.4375,186571.4375,3047
2026-04-03 11:00:00,186857.15625,187238.109375,186380.953125,186761.90625,4235
2026-04-03 11:05:00,186380.953125,186857.15625,186190.484375,186857.15625,7873
2026-04-03 11:10:00,186476.203125,186666.671875,186285.71875,186380.953125,4605
2026-04-03 11:15:00,186380.953125,186571.4375,186190.484375,186476.203125,2846
2026-04-03 11:20:00,186476.203125,186666.671875,186380.953125,186380.953125,2293
2026-04-03 11:25:00,186476.203125,186666.671875,186380.953125,186476.203125,2835
2026-04-03 11:30:00,186190.484375,186761.90625,186095.25,186476.203125,5679
2026-04-03 11:35:00,186190.484375,186380.953125,186095.25,186095.25,2975
2026-04-03 11:40:00,186190.484375,186380.953125,186095.25,186190.484375,2939
2026-04-03 11:45:00,186095.25,186190.484375,186000.015625,186095.25,1865
2026-04-03 11:50:00,187142.859375,187142.859375,186095.25,186095.25,5165
2026-04-03 11:55:00,186857.15625,187238.109375,186857.15625,187047.625,1756
