time_val,ret_1,ret_3,ret_5,body_pct,high_shadow_pct,low_shadow_pct,disp_20,disp_60,bb_pct,vol_ratio,rsi_14,label,profit
540,0.05147058823529416,0.0488997555012225,0.0488997555012225,-0.027210884353741496,0.0,0.0,1.0502478731868536,1.0479175996417376,1.5454222240345525,0.0,84.12698412698413,0,-12590.148413045797
540,0.036308623298033194,0.031626506024096335,0.035264483627204024,-0.01201923076923077,0.0,0.009615384615384616,1.0280782940403976,1.0345391769833912,1.403099128777205,0.0,72.14285714285714,1,40354.35234529653
540,0.020299145299145227,0.021390374331550888,0.017581246670218542,0.0010482180293501049,0.008385744234800839,0.0,1.0169040330094503,1.01739153594162,1.4567493468776989,6.976870175016177,75.75757575757575,0,-17908.23387179291
540,0.03711447987454264,0.03603133159268923,0.03657262277951934,0.007106598984771574,0.0020304568527918783,0.006091370558375634,1.0349504434011476,1.0352744729701524,1.5566968298414117,8.6740954770977,91.66666666666667,0,-10330.066565841436
540,0.03147208121827405,0.030425963488843744,0.030425963488843744,-0.00392156862745098,0.0,0.0058823529411764705,1.025615141955836,1.0232565946839671,1.445981644854392,7.596642368014137,79.06976744186046,0,-1334.8652043590555
540,0.06138613861386144,0.06349206349206349,0.05719921104536496,0.011320754716981131,0.0018867924528301887,0.005660377358490566,1.0526315789473684,1.0519601589715912,1.4998300371268665,11.362769234575843,78.72340425531914,0,-9805.201838662033
540,0.026022304832713727,0.026022304832713727,0.026022304832713727,0.012844036697247707,0.003669724770642202,0.007339449541284404,1.0229325920778318,1.021843761569789,1.502530800116051,0.0,90.625,1,2119.9855651997495
805,0.004285714285714226,-0.007062146892655385,-0.013333333333333308,0.0028530670470756064,0.0028530670470756064,0.008559201141226819,0.9826670394185071,0.9659025853580343,0.04353015950651473,3.186644682010225,31.111111111111114,0,-7550.2353558285395
555,0.0,-0.03288490284005974,-0.06502890173410403,0.0,0.0015455950540958269,0.013910355486862442,0.9369682487962058,0.9104768159110632,-0.045257006519760466,2.855517279786949,10.666666666666657,0,-1756.3798077622196
540,0.03785488958990535,0.03785488958990535,0.03134796238244508,-0.0030303030303030303,0.010606060606060607,0.004545454545454545,1.0200364298724955,1.0194569609957007,0.9482894678941729,4.292244782491288,58.82352941176471,0,-12385.357526609092
540,0.043184183142559895,0.045905059989566954,0.04209979209979209,-0.007425742574257425,0.0024752475247524753,0.007425742574257425,1.0402884789996627,1.0412023593662774,1.550593347692308,9.92156171790871,87.21461187214612,0,-21689.904393110075
540,0.027363184079602032,0.022277227722772297,0.022277227722772297,-0.007211538461538462,0.0,0.0,1.022530329289428,1.0254712491464752,1.4709928842211202,6.241604147887755,75.0,1,20836.368254834437
540,0.023911187019641345,0.019557823129251695,0.020425531914893602,0.00587248322147651,0.00587248322147651,0.0,1.0198179807774093,1.0204834316840672,1.482244248567092,0.0,78.0,1,46579.8407505888
540,-0.015359741309620034,-0.018533440773569665,-0.02168674698795181,-0.001639344262295082,0.001639344262295082,0.006557377049180328,0.9724550898203593,0.9601639688879546,-0.23295190877036076,4.029345261782403,22.35294117647058,0,-14753.2369317353
540,0.09197324414715724,0.09015025041736235,0.09015025041736235,0.0015337423312883436,0.010736196319018405,0.003067484662576687,1.0855290499542847,1.0896045386284,1.5522606170808395,8.789497514255192,85.33333333333333,1,11966.568263481255
540,0.06074766355140193,0.05255023183925811,0.04287901990811638,-0.00583941605839416,0.00583941605839416,0.00583941605839416,1.0246764971411375,1.0221004840343701,0.9033363129292421,0.0,56.79012345679012,0,-17932.754710308276
565,0.005873715124816492,-0.020729092208720545,-0.026988636363636354,0.005873715124816446,0.022026431718061675,0.007342143906020558,0.9764789736279401,0.9668881962006705,-0.06901893538197172,3.3007602289899842,22.368421052631575,0,-9117.043430563761
540,0.040084388185654074,0.04228329809725162,0.044491525423728806,0.0,0.014198782961460446,0.002028397565922921,1.0374579124579124,1.0306620209059232,1.5150125849688443,9.908236131761356,82.14285714285714,1,746.5411466301885
660,0.0,-0.007889546351084853,-0.009842519685039353,0.0,0.003976143141153081,0.0019880715705765406,0.9922083045665253,1.001908872105569,-0.0183782479780561,3.0121293525432447,30.769230769230774,1,14536.775026880438
540,0.04526748971193406,0.04312114989733051,0.04526748971193406,0.026262626262626262,0.00404040404040404,0.00404040404040404,1.0414637896571164,1.035677879714577,1.5456774226616292,0.0,84.375,0,-11144.935290759895
550,0.002105263157894832,0.00634249471458781,0.002105263157894832,0.0,0.008403361344537815,0.004201680672268907,0.9906347554630593,0.9867500475063486,0.2685771954266115,2.775642289904889,36.666666666666664,1,5078.777255489957
785,0.002293577981651307,0.0,-0.004555808656036442,0.001145475372279496,0.002290950744558992,0.0057273768613974796,0.9948776323278316,0.9795094981041149,0.2064194895279823,3.981921650244603,25.000000000000014,0,-5577.664395044791
540,0.024590163934426146,0.02406554019457241,0.02092904543134244,0.003009027081243731,0.007522567703109328,0.003009027081243731,1.0259830199810194,1.018987126795965,1.4244723009868092,0.0,85.22727272727272,1,11653.66759003629
540,0.05029940119760479,0.04778972520907998,0.05282112845138065,-0.006795016987542469,0.0,0.010192525481313703,1.047508137000209,1.0483324700163366,1.543524266434485,7.178653815621119,84.7457627118644,1,89895.43081693049
540,0.0193133047210301,0.022604951560817987,0.022604951560817987,0.004228329809725159,0.005285412262156448,0.0021141649048625794,1.0183026502666346,1.0179843909060062,1.4684639031044182,4.565731093274839,71.42857142857143,0,-14837.652199072763
555,0.0010741138560688146,-0.005336179295624355,-0.014799154334038,0.0010741138560687433,0.0010741138560687433,0.00322234156820623,0.9903830827267414,0.9922370580668057,0.008402775224191477,3.0638855300282146,31.818181818181827,0,-13991.11871496914
845,-0.001187648456057011,-0.0023724792408066353,-0.009422850412249661,-0.0005941770647653001,0.006535947712418301,0.0011883541295306002,0.9868285957346945,0.9647169035761057,0.0920884955294024,3.289102357021388,12.5,0,-18703.705107630463
