date,open,high,low,close,volume,Change
2025-06-24,150000,155000,150000,151700,238286,0.03904109589041105
2025-06-25,155000,155500,151700,153700,154094,0.013183915622940079
2025-06-26,154800,156000,150600,152000,152914,-0.011060507482107962
2025-06-27,151100,151100,147000,147800,151294,-0.02763157894736845
2025-06-30,149200,151400,147100,147400,102450,-0.0027063599458727605
2025-07-01,148900,153800,148600,150300,182077,0.019674355495250984
2025-07-02,151300,153100,148500,152900,153007,0.017298735861610126
2025-07-03,154000,156600,152400,156200,145188,0.021582733812949728
2025-07-04,158800,158800,151700,152400,124653,-0.02432778489116516
2025-07-07,152500,152600,150100,150200,99443,-0.014435695538057791
2025-07-08,149900,152200,147400,148000,150418,-0.01464713715046606
2025-07-09,148200,148800,146800,148600,142217,0.004054054054054124
2025-07-10,154600,164400,153300,157900,752770,0.06258411843876188
2025-07-11,157900,158000,155700,157300,148293,-0.0037998733375553817
2025-07-14,156000,157700,154200,155500,132656,-0.011443102352193257
2025-07-15,154600,156700,153800,155700,117397,0.0012861736334404128
2025-07-16,155400,156300,153700,154000,108896,-0.010918432883750828
2025-07-17,155100,155200,151100,154300,128769,0.001948051948051921
2025-07-18,154700,156900,152900,154600,105698,0.0019442644199612058
2025-07-21,154800,155400,152700,154200,98590,-0.002587322121604174
2025-07-22,156300,158500,151300,151900,230818,-0.0149156939040207
2025-07-23,153100,154400,150700,154000,140816,0.01382488479262678
2025-07-24,152000,156200,148500,155500,232165,0.009740259740259827
2025-07-25,154800,154800,151800,153300,102333,-0.014147909967845651
2025-07-28,153700,157500,152800,154700,130163,0.009132420091324311
2025-07-29,154100,156300,151650,155500,112415,0.005171299288946329
2025-07-30,155700,161000,155200,159200,269224,0.023794212218649413
2025-07-31,160600,160700,155000,156500,157734,-0.016959798994974906
2025-08-01,156600,158800,152500,152600,194567,-0.024920127795527103
2025-08-04,152600,154100,150700,153000,109366,0.002621231979030192
2025-08-05,154500,158300,154200,156700,143109,0.024183006535947627
2025-08-06,156000,158800,155300,156800,93743,0.0006381620931716903
2025-08-07,161000,161200,156900,157700,170755,0.005739795918367374
2025-08-08,157000,160200,155900,159400,214801,0.010779961953075512
2025-08-11,161400,170100,161400,164900,490150,0.03450439146800499
2025-08-12,164600,167000,162600,162900,152387,-0.012128562765312267
2025-08-13,165100,170900,161700,169400,276386,0.039901780233271955
2025-08-14,170000,170000,166300,166900,138355,-0.014757969303423879
2025-08-18,166400,166500,162800,164400,134976,-0.0149790293588975
2025-08-19,164200,165000,161600,162400,92810,-0.012165450121654486
2025-08-20,159900,163500,157600,159400,161021,-0.018472906403940836
2025-08-21,159500,161600,158100,158400,140675,-0.006273525721455453
2025-08-22,158900,161100,158000,158700,88574,0.0018939393939394478
2025-08-25,160000,163800,158100,158700,179505,0.0
2025-08-26,159300,163700,159200,160300,1553166,0.0100819155639571
2025-08-27,162800,169300,161200,166600,343770,0.0393013100436681
2025-08-28,167600,167900,164700,167000,105434,0.0024009603841537164
2025-08-29,166500,171200,165800,169100,179774,0.012574850299401197
2025-09-01,167100,167200,162000,162500,147711,-0.03903015966883505
2025-09-02,162700,169400,161800,168500,166380,0.036923076923076836
2025-09-03,167600,171900,167400,171800,213230,0.019584569732937762
2025-09-04,172900,173800,170300,172500,175625,0.004074505238649495
2025-09-05,171600,172200,169100,170500,121219,-0.011594202898550732
2025-09-08,169800,169800,166700,168000,133500,-0.014662756598240456
2025-09-09,168500,169700,167300,169700,114697,0.010119047619047583
2025-09-10,168500,168500,159800,160800,581149,-0.05244549204478488
2025-09-11,161100,164500,160800,164000,418308,0.01990049751243772
2025-09-12,164600,168200,162800,167800,270132,0.023170731707317094
2025-09-15,167500,168400,166100,167900,124607,0.0005959475566150729
2025-09-16,167900,179900,167800,179900,476521,0.07147111375818938
