date,open,high,low,close,volume,Change
2025-07-01,67300,67300,63000,63200,557600,-0.04387291981845687
2025-07-02,62500,63100,60000,61700,377357,-0.02373417721518989
2025-07-03,62700,62900,61300,61600,230890,-0.0016207455429497752
2025-07-04,62700,64100,62000,62400,326286,0.01298701298701288
2025-07-07,61300,61900,60400,61600,164667,-0.012820512820512775
2025-07-08,61900,62200,60100,61100,220658,-0.008116883116883078
2025-07-09,61900,63700,61500,62600,349512,0.02454991816693952
2025-07-10,63500,63500,62000,63100,288328,0.007987220447284393
2025-07-11,63100,63200,61700,61700,183088,-0.022187004754358197
2025-07-14,61900,62500,60500,60900,149266,-0.012965964343598091
2025-07-15,61500,64100,60600,62700,295251,0.029556650246305383
2025-07-16,62100,62300,61300,61700,120196,-0.01594896331738438
2025-07-17,62600,62600,60800,61300,141139,-0.00648298217179899
2025-07-18,61600,61700,60900,61500,101120,0.0032626427406199365
2025-07-21,61500,62600,61100,62400,152828,0.014634146341463428
2025-07-22,62400,62500,60800,61300,134256,-0.017628205128205177
2025-07-23,61800,61800,60200,61100,107030,-0.0032626427406199365
2025-07-24,61400,62500,61000,61200,135500,0.0016366612111293755
2025-07-25,61200,62100,61000,61300,87542,0.0016339869281045694
2025-07-28,61000,61700,58700,60300,218297,-0.01631321370309946
2025-07-29,61100,61300,59800,60600,152413,0.004975124378109541
2025-07-30,60000,61900,60000,61200,171466,0.00990099009900991
2025-07-31,60900,60900,59800,60400,150704,-0.013071895424836555
2025-08-01,59500,59900,57400,58500,184262,-0.0314569536423841
2025-08-04,57900,60300,57900,59900,110332,0.023931623931623847
2025-08-05,60300,61500,60300,61200,147778,0.02170283806343898
2025-08-06,60700,61600,60300,61400,112074,0.0032679738562091387
2025-08-07,61500,61900,60600,61900,193352,0.008143322475570036
2025-08-08,62100,62100,60800,61200,137333,-0.011308562197092087
2025-08-11,61900,62100,61100,61500,102446,0.004901960784313708
2025-08-12,61600,64000,61400,61500,400252,0.0
2025-08-13,62400,62400,61200,62400,120694,0.014634146341463428
2025-08-14,62700,63400,62100,63400,208610,0.01602564102564097
2025-08-18,63500,63500,61500,61800,111015,-0.025236593059936863
2025-08-19,61500,61600,59800,60300,119246,-0.024271844660194164
2025-08-20,58600,59400,58000,59000,120769,-0.021558872305140975
2025-08-21,59200,59900,58600,59000,83511,0.0
2025-08-22,58900,60900,58900,60500,116249,0.025423728813559254
2025-08-25,61800,65500,61200,63400,805920,0.04793388429752077
2025-08-26,62800,64600,62500,64600,939773,0.018927444794952786
2025-08-27,65000,65000,63000,64000,271419,-0.009287925696594423
2025-08-28,65900,66000,63000,63700,293733,-0.004687499999999956
2025-08-29,63100,63200,62100,62500,112533,-0.01883830455259028
2025-09-01,63300,63900,61200,61400,136352,-0.01759999999999995
2025-09-02,62000,62800,60300,62000,263931,0.009771986970684043
2025-09-03,62300,62300,60800,61100,124209,-0.014516129032258074
2025-09-04,61200,63800,61100,61500,279607,0.00654664484451728
2025-09-05,61400,61500,60800,61500,108878,0.0
2025-09-08,62100,62500,61300,61700,111473,0.003252032520325132
2025-09-09,62000,62100,60800,61400,124237,-0.004862236628849326
2025-09-10,62100,63800,62000,62400,331405,0.016286644951140072
2025-09-11,62700,62800,61800,62800,217664,0.0064102564102563875
2025-09-12,63300,64500,62750,63300,329830,0.0079617834394905
2025-09-15,65300,66500,64000,64600,525549,0.020537124802527673
2025-09-16,66000,66400,63800,64700,285495,0.001547987616099089
2025-09-17,64100,64600,62900,62900,194273,-0.02782071097372485
2025-09-18,63900,66500,63800,65000,506972,0.03338632750397452
2025-09-19,64300,67800,63100,66400,790546,0.021538461538461506
2025-09-22,71100,75300,70200,71200,2704662,0.07228915662650603
2025-09-23,71800,71900,69000,69900,610774,-0.018258426966292096
2025-09-24,68900,69800,66800,67400,421212,-0.03576537911301858
2025-09-25,68300,71300,67100,68900,658753,0.022255192878338326
2025-09-26,69600,70100,65700,66600,422461,-0.03338171262699563
2025-09-29,67800,68100,66600,66700,168188,0.0015015015015014122
2025-09-30,67500,67800,65400,65900,179914,-0.01199400299850073
2025-10-01,65600,65800,64100,64900,267940,-0.015174506828528056
2025-10-02,65300,68000,63700,68000,263156,0.04776579352850541
2025-10-10,67000,70600,66000,70300,694462,0.03382352941176481
2025-10-13,68300,70500,67300,69700,466312,-0.008534850640113834
2025-10-14,70800,73800,67400,68400,953331,-0.0186513629842181
2025-10-15,70400,72500,69200,71900,658518,0.051169590643274754
2025-10-16,76700,77300,72500,73100,1012096,0.016689847009735637
2025-10-17,71300,73700,71100,71800,424327,-0.017783857729138153
2025-10-20,72500,74400,71100,73700,641050,0.026462395543175532
2025-10-21,75500,75500,72000,72400,507723,-0.01763907734056991
2025-10-22,72500,72600,70300,72000,291999,-0.0055248618784530246
2025-10-23,71100,71800,70400,70600,221326,-0.019444444444444486
2025-10-24,71300,74000,70800,73100,480674,0.03541076487252126
2025-10-27,73400,73600,72100,72500,262224,-0.008207934336525335
2025-10-28,72900,73400,71500,72200,241046,-0.004137931034482789
2025-10-29,73100,73200,72100,72900,274817,0.00969529085872578
2025-10-30,72800,72800,70200,71100,291722,-0.024691358024691357
2025-10-31,74200,81200,72700,78000,2627958,0.09704641350210963
2025-11-03,81200,95500,80000,92100,5024284,0.1807692307692308
2025-11-04,90000,90900,86800,88600,1080255,-0.03800217155266017
2025-11-05,84900,85400,78100,81400,1137406,-0.08126410835214448
2025-11-06,84500,84800,78500,79200,570330,-0.027027027027026973
2025-11-07,75000,79500,74900,77100,427488,-0.02651515151515149
2025-11-10,78400,79500,76000,79200,280218,0.027237354085603016
2025-11-11,82300,82500,77500,78500,371625,-0.008838383838383868
2025-11-12,79000,79500,76500,79000,178637,0.006369426751592355
2025-11-13,79000,81100,77500,81100,294288,0.026582278481012578
2025-11-14,78500,79900,77600,77700,196892,-0.04192355117139335
2025-11-17,78700,78900,75600,75700,237478,-0.025740025740025763
2025-11-18,74500,75200,71100,72000,261820,-0.04887714663143994
