date,open,high,low,close,volume,Change
2025-06-24,34250,36600,34000,36050,630573,0.07291666666666674
2025-06-25,36100,36200,35000,35400,261970,-0.018030513176144236
2025-06-26,35250,35500,33700,34750,227491,-0.01836158192090398
2025-06-27,34750,35400,33600,34200,128603,-0.015827338129496438
2025-06-30,34050,35450,33950,34250,166910,0.0014619883040936088
2025-07-01,34600,38400,34600,37650,450064,0.09927007299270074
2025-07-02,37500,37800,35900,37400,270341,-0.006640106241699861
2025-07-03,37900,38100,36500,37300,177088,-0.002673796791443861
2025-07-04,37750,37750,34950,35000,179233,-0.06166219839142095
2025-07-07,34300,35850,34000,35800,112332,0.02285714285714291
2025-07-08,35300,38500,35300,38050,328115,0.06284916201117308
2025-07-09,39000,39800,38050,39500,313401,0.03810775295663604
2025-07-10,39650,41800,39150,41250,314949,0.044303797468354444
2025-07-11,41850,42350,40850,41550,126907,0.0072727272727273196
2025-07-14,42100,42100,40600,41250,176227,-0.0072202166064981865
2025-07-15,41300,41400,39500,40000,197172,-0.030303030303030276
2025-07-16,39900,39900,38600,38850,181277,-0.028750000000000053
2025-07-17,39200,39250,37800,38500,195976,-0.009009009009009028
2025-07-18,39000,39000,37150,37850,114068,-0.016883116883116833
2025-07-21,37250,38100,37000,37550,121974,-0.00792602377807139
2025-07-22,37750,38100,36100,36650,181912,-0.023968042609853524
2025-07-23,37500,37550,35600,36200,183995,-0.012278308321964526
2025-07-24,36200,36850,34900,35000,219818,-0.03314917127071826
2025-07-25,35100,36750,34800,36050,222680,0.030000000000000027
2025-07-28,35150,35550,33500,34100,330284,-0.05409153952843271
2025-07-29,34250,34600,33775,34550,83454,0.01319648093841641
2025-07-30,35300,35350,34100,35000,120476,0.013024602026049159
2025-07-31,35500,35950,34800,35050,85654,0.0014285714285713347
2025-08-01,34850,34850,32700,32850,225885,-0.06276747503566338
2025-08-04,32850,33650,32700,33400,82171,0.016742770167427645
2025-08-05,34350,34350,33100,33550,75365,0.004491017964071808
2025-08-06,33200,33700,33100,33700,53507,0.0044709388971684305
2025-08-07,34150,34200,33300,33650,63266,-0.0014836795252225476
2025-08-08,33700,33700,32900,33200,67925,-0.013372956909361022
2025-08-11,32700,33200,32000,32750,138281,-0.013554216867469826
2025-08-12,32700,33900,32550,33100,77600,0.010687022900763399
2025-08-13,33550,33750,32900,33600,70444,0.015105740181268867
2025-08-14,34000,34350,33200,33400,45716,-0.005952380952380931
2025-08-18,33000,33250,32200,32600,128594,-0.0239520958083832
2025-08-19,32500,32900,31550,31800,112827,-0.024539877300613466
2025-08-20,31050,31600,30400,31550,103704,-0.00786163522012584
2025-08-21,31600,32000,31250,31400,56567,-0.004754358161648153
2025-08-22,31950,32000,31400,31600,44697,0.006369426751592355
2025-08-25,32300,32750,31900,32350,49626,0.023734177215189778
2025-08-26,32400,33350,31850,33200,79251,0.026275115919629055
2025-08-27,33250,33750,32600,33600,88296,0.012048192771084265
2025-08-28,33700,35500,33350,34600,108569,0.029761904761904656
2025-08-29,35050,35200,34150,34150,61696,-0.013005780346820761
2025-09-01,34000,34350,33350,33900,55251,-0.007320644216691097
2025-09-02,33950,34000,33250,33650,46874,-0.007374631268436627
2025-09-03,33700,33950,33200,33900,38629,0.007429420505200568
2025-09-04,34200,34250,33600,33950,41893,0.001474926253687281
2025-09-05,34150,34150,33750,33950,38625,0.0
2025-09-08,33950,34500,33650,34400,63936,0.013254786450662692
2025-09-09,34550,36400,34550,36400,133578,0.058139534883721034
2025-09-10,36600,37800,36400,37450,111914,0.028846153846153744
2025-09-11,37450,37550,36350,37050,105629,-0.010680907877169576
2025-09-12,37700,37700,36850,36850,42625,-0.005398110661268607
2025-09-15,37250,38300,37250,38100,110396,0.03392130257801895
2025-09-16,38250,38250,37300,37300,75695,-0.02099737532808399
2025-09-17,37450,37450,36350,36950,81061,-0.009383378016085797
2025-09-18,37400,37400,36200,36850,76811,-0.0027063599458727605
2025-09-19,37050,37250,36500,36800,55170,-0.0013568521031207537
2025-09-22,36800,38150,36500,37500,68739,0.01902173913043481
2025-09-23,37500,39400,37500,38500,114395,0.026666666666666616
2025-09-24,38500,38500,36950,37650,104129,-0.02207792207792203
2025-09-25,37350,37450,36950,37000,43555,-0.01726427622841964
2025-09-26,37100,37100,35700,36050,53946,-0.025675675675675635
2025-09-29,37000,37600,36750,37350,42514,0.03606102635228847
2025-09-30,37400,37700,36450,36700,25559,-0.01740294511378848
2025-10-01,36700,36850,35450,35500,64001,-0.032697547683923744
2025-10-02,35700,36750,35200,35900,55239,0.011267605633802802
2025-10-10,36300,36350,35200,35500,56374,-0.011142061281337101
2025-10-13,34700,35200,33900,34300,59778,-0.033802816901408406
2025-10-14,34350,34450,32900,33450,84219,-0.02478134110787167
2025-10-15,33350,34600,33350,34400,47173,0.0284005979073243
2025-10-16,34650,35950,34000,35250,73230,0.024709302325581328
2025-10-17,35000,35200,34200,34500,60942,-0.021276595744680882
2025-10-20,34950,36850,34150,36600,100594,0.0608695652173914
2025-10-21,37200,37250,35050,35100,71948,-0.040983606557377095
2025-10-22,35450,35450,34000,34900,63536,-0.005698005698005715
2025-10-23,34900,34950,34200,34400,30144,-0.014326647564469885
2025-10-24,34600,35400,34600,34950,50718,0.015988372093023173
2025-10-27,35550,36900,35200,36900,95554,0.05579399141630903
2025-10-28,37100,39350,36000,37950,158955,0.028455284552845628
2025-10-29,38400,39350,37600,39350,110042,0.03689064558629784
2025-10-30,40000,41700,36600,39150,166301,-0.0050825921219822545
2025-10-31,39200,40800,37250,39000,81203,-0.003831417624521105
2025-11-03,38600,40650,38600,40300,120591,0.03333333333333344
2025-11-04,39900,40250,39100,40050,173078,-0.006203473945409432
2025-11-05,39500,40550,37950,40450,122468,0.009987515605493158
2025-11-06,41300,41300,38300,39650,134990,-0.01977750309023485
2025-11-07,38550,39800,37600,38050,53829,-0.04035308953341743
2025-11-10,38400,40450,38400,40100,87835,0.053876478318002574
2025-11-11,40150,40950,39500,40000,74390,-0.0024937655860348684
2025-11-12,40600,41150,39850,41050,82302,0.026250000000000107
2025-11-13,41150,41500,39900,40850,95937,-0.00487210718635811
2025-11-14,40300,40600,38500,38850,165881,-0.0489596083231334
2025-11-17,39100,39100,37500,38300,46331,-0.014157014157014203
2025-11-18,37600,38200,35600,35950,84615,-0.06135770234986948
2025-11-19,36000,36200,34900,35800,56402,-0.004172461752433909
2025-11-20,36050,36850,36050,36600,30650,0.022346368715083775
2025-11-21,35900,35900,35150,35600,38605,-0.02732240437158473
2025-11-24,35900,36300,35500,35800,52115,0.00561797752808979
2025-11-25,36200,36600,35300,35800,50122,0.0
2025-11-26,35850,36550,35750,36400,35433,0.016759776536312776
2025-11-27,36650,36800,35850,35950,20157,-0.012362637362637319
2025-11-28,35750,36200,35350,35850,51057,-0.0027816411682892728
2025-12-01,35700,36350,35250,35400,56188,-0.012552301255230103
2025-12-02,35650,37100,35500,36750,66388,0.03813559322033888
2025-12-03,37050,38650,36800,37750,72916,0.027210884353741527
2025-12-04,37850,37900,36500,36800,42779,-0.025165562913907258
2025-12-05,36800,37350,36600,37350,56858,0.014945652173913082
2025-12-08,37350,37700,36600,36950,48689,-0.010709504685408322
2025-12-09,37150,37150,36350,36550,31465,-0.010825439783491153
2025-12-10,36450,37900,36150,36350,43719,-0.005471956224350261
2025-12-11,36700,37800,36200,37000,189905,0.017881705639614776
2025-12-12,37250,41450,37250,41300,310713,0.11621621621621614
2025-12-15,40700,41000,40200,40300,53235,-0.02421307506053272
2025-12-16,40300,40850,38350,38500,96425,-0.04466501240694787
2025-12-17,38700,39100,38000,38950,85368,0.011688311688311748
2025-12-18,38350,39100,38200,38500,60015,-0.011553273427471145
2025-12-19,39300,39700,38550,39000,60443,0.01298701298701288
2025-12-22,39700,40250,39300,39750,53936,0.019230769230769162
2025-12-23,39800,40250,39300,39650,39541,-0.002515723270440251
2025-12-24,39700,39700,39250,39400,43080,-0.006305170239596425
2025-12-26,39250,39650,37050,37200,119605,-0.055837563451776595
2025-12-29,37100,39700,36750,39300,76998,0.056451612903225756
2025-12-30,39400,39400,38600,38850,26729,-0.011450381679389277
2026-01-02,38850,39650,38250,39600,35513,0.019305019305019266
2026-01-05,39500,40650,39050,39700,77121,0.002525252525252597
2026-01-06,39700,40850,39300,40850,103150,0.02896725440806036
2026-01-07,40850,41400,39150,39700,71778,-0.028151774785801664
2026-01-08,39950,39950,38000,38100,79616,-0.04030226700251893
2026-01-09,38100,39350,37450,38200,68647,0.002624671916010568
2026-01-12,38650,39050,37600,38000,51858,-0.005235602094240788
2026-01-13,38150,38700,37700,38050,42751,0.001315789473684159
2026-01-14,38150,39300,37600,39100,70044,0.02759526938239154
2026-01-15,39200,40450,38700,39600,60728,0.01278772378516635
2026-01-16,39900,40100,39400,39850,37871,0.0063131313131312705
2026-01-19,39550,40450,38850,38950,62320,-0.02258469259723961
2026-01-20,38800,41150,38150,40500,123051,0.03979460847240057
2026-01-21,40000,40000,39100,39850,75449,-0.016049382716049387
2026-01-22,40100,40850,39450,39850,82152,0.0
2026-01-23,40050,42700,39900,41750,153932,0.04767879548306153
