date,open,high,low,close,volume,Change
2025-06-24,95700,98500,95700,96900,911752,0.010427528675703845
2025-06-25,97500,104500,97000,101100,2778238,0.04334365325077405
2025-06-26,100700,102500,98700,99100,1157512,-0.01978239366963408
2025-06-27,99700,99700,97400,97700,574885,-0.014127144298688221
2025-06-30,96900,98200,96600,96900,693015,-0.008188331627430934
2025-07-01,97000,100500,97000,98700,1019849,0.018575851393188847
2025-07-02,100200,100700,98750,100000,1023366,0.01317122593718345
2025-07-03,100400,101500,99300,100100,774595,0.0009999999999998899
2025-07-04,100500,101500,99100,99100,470300,-0.009990009990009985
2025-07-07,98900,100000,98300,98600,430089,-0.005045408678102881
2025-07-08,98600,99800,97500,99100,643120,0.005070993914807254
2025-07-09,98300,99800,97400,99600,1037777,0.005045408678102881
2025-07-10,99900,101200,99300,100100,1142761,0.005020080321285203
2025-07-11,100100,102100,99800,100800,1087429,0.006993006993007089
2025-07-14,100200,103300,99600,103000,1173952,0.021825396825396748
2025-07-15,102100,102300,99800,100000,1241921,-0.029126213592232997
2025-07-16,99700,100500,99100,99500,668896,-0.0050000000000000044
2025-07-17,100000,100700,98500,100200,687922,0.007035175879396949
2025-07-18,100500,101400,99400,99800,586973,-0.003992015968063867
2025-07-21,99700,100200,99100,99300,422784,-0.00501002004008011
2025-07-22,99200,99700,97600,97800,646392,-0.015105740181268867
2025-07-23,100800,106100,100500,106100,3318750,0.0848670756646217
2025-07-24,107200,109000,104000,105000,2027261,-0.010367577756833168
2025-07-25,105000,107000,102400,104100,1395349,-0.008571428571428563
2025-07-28,106300,107500,104500,105500,1045072,0.01344860710854956
2025-07-29,104300,106400,103500,105700,1196086,0.0018957345971564177
2025-07-30,105000,112400,105000,110400,1917384,0.04446546830652798
2025-07-31,112700,113200,102300,102300,3132736,-0.07336956521739135
2025-08-01,101300,104100,100800,100800,1374554,-0.014662756598240456
2025-08-04,100700,103700,100500,102800,775610,0.01984126984126977
2025-08-05,103000,104200,101300,101400,891875,-0.013618677042801508
2025-08-06,101300,102700,101200,101800,780400,0.0039447731755424265
2025-08-07,103000,103300,101500,101800,649320,0.0
2025-08-08,102300,102400,101400,101900,664464,0.0009823182711199419
2025-08-11,101600,102750,101300,101600,536398,-0.0029440628066732533
2025-08-12,101100,103700,101000,101800,655429,0.0019685039370078705
2025-08-13,102800,103300,102100,103200,534661,0.013752455795677854
2025-08-14,103600,104700,103100,103700,574716,0.004844961240310086
2025-08-18,102100,103400,102100,102200,539476,-0.014464802314368419
2025-08-19,102500,104000,101900,104000,627551,0.017612524461839474
2025-08-20,104200,105500,103300,105100,713124,0.01057692307692304
2025-08-21,105700,105800,103900,103900,433907,-0.011417697431018059
2025-08-22,104200,105500,104200,104800,553097,0.008662175168431263
2025-08-25,105000,105300,103200,104700,440278,-0.000954198473282486
2025-08-26,104300,104600,103000,103000,606440,-0.01623686723973261
2025-08-27,103100,104000,102900,103500,383772,0.004854368932038833
2025-08-28,104500,107200,103300,105700,974330,0.021256038647343045
2025-08-29,105900,107800,105500,105800,704357,0.0009460737937558861
2025-09-01,106800,107900,106000,106500,496884,0.006616257088846833
2025-09-02,106200,107200,105750,107200,400273,0.00657276995305156
2025-09-03,106100,107800,106100,107000,544535,-0.001865671641791078
2025-09-04,106000,107200,105800,107000,563510,0.0
2025-09-05,106200,107000,106100,106600,442357,-0.0037383177570093906
2025-09-08,106100,106100,104100,104900,713309,-0.015947467166979368
2025-09-09,105500,105900,104700,105500,599237,0.0057197330791229906
2025-09-10,104900,107000,104900,106000,704159,0.004739336492890933
2025-09-11,105900,106800,105400,106600,1118881,0.005660377358490676
2025-09-12,106100,106600,105400,105900,906762,-0.0065666041275797005
2025-09-15,104800,105100,101300,101700,2334779,-0.03966005665722383
2025-09-16,101700,101900,100500,101400,1317017,-0.002949852507374673
2025-09-17,101200,101500,100500,101000,1005177,-0.0039447731755424265
2025-09-18,101500,102200,101100,102100,1143276,0.0108910891089109
2025-09-19,102300,102500,100500,101600,1545375,-0.004897159647404559
2025-09-22,101500,102500,101200,101900,737975,0.0029527559055118058
2025-09-23,101300,102900,101300,102800,597793,0.008832188420019538
2025-09-24,102900,103600,102500,103000,680285,0.0019455252918287869
2025-09-25,103000,103000,101400,102000,775758,-0.009708737864077666
2025-09-26,101200,101300,100200,100200,700206,-0.01764705882352946
2025-09-29,100600,101200,100000,100700,639908,0.004990019960079861
2025-09-30,100200,101800,100200,100700,885167,0.0
2025-10-01,100500,101500,100200,100600,580310,-0.0009930486593843213
2025-10-02,100700,105000,100700,104200,1580346,0.035785288270377746
2025-10-10,101100,102500,100600,100600,1354370,-0.03454894433781186
2025-10-13,100900,101700,100100,101100,564201,0.00497017892644136
2025-10-14,100600,103900,100500,102500,971824,0.013847675568743778
2025-10-15,102100,103800,101800,103800,598957,0.012682926829268304
2025-10-16,109300,112100,108200,111300,2290270,0.07225433526011571
2025-10-17,110800,113400,110100,112100,1054766,0.007187780772686336
2025-10-20,117000,118000,111200,114500,1188885,0.02140945584299736
2025-10-21,115200,119800,115200,115800,1725109,0.011353711790393017
2025-10-22,118400,118600,115300,118100,1259947,0.01986183074265968
2025-10-23,116300,117500,114700,115000,1129493,-0.026248941574936513
2025-10-24,115900,116200,113700,114900,738758,-0.0008695652173913437
2025-10-27,115400,117500,114800,114800,916818,-0.0008703220191470518
2025-10-28,114100,114200,112800,113600,872146,-0.010452961672473893
2025-10-29,115300,116600,113100,115800,1165316,0.01936619718309851
2025-10-30,126100,126200,116100,116200,2737130,0.003454231433505983
2025-10-31,117000,122600,116000,119900,3039559,0.03184165232358005
2025-11-03,120700,121100,117500,117700,1371107,-0.01834862385321101
2025-11-04,116600,119000,113500,114400,1179087,-0.028037383177570097
2025-11-05,114400,114600,109400,111000,1290707,-0.029720279720279685
2025-11-06,112500,113200,110250,112000,865031,0.009009009009008917
2025-11-07,110200,111600,108900,110100,536664,-0.016964285714285765
2025-11-10,111500,114800,111400,113700,699593,0.032697547683923744
2025-11-11,114100,116000,113800,116000,959520,0.020228671943711474
2025-11-12,115700,119900,115300,118600,1238570,0.022413793103448265
2025-11-13,117200,118700,116700,118000,783292,-0.005059021922428353
2025-11-14,116500,119500,115800,117000,667473,-0.008474576271186418
2025-11-17,118100,118900,116800,117400,619912,0.0034188034188034067
2025-11-18,116300,117300,114500,114500,514941,-0.024701873935264018
2025-11-19,115700,116400,114100,114500,615044,0.0
2025-11-20,115400,116200,113400,113400,651240,-0.009606986899563297
