date,open,high,low,close,volume,Change
2025-06-24,823000,828000,811000,819000,18255,0.0012224938875304847
2025-06-25,814000,815000,790000,790000,25148,-0.035409035409035394
2025-06-26,794000,798000,782000,793000,17555,0.0037974683544304
2025-06-27,798000,909000,790000,844000,81564,0.06431273644388402
2025-06-30,835000,844000,805000,819000,33087,-0.02962085308056872
2025-07-01,821000,846000,809000,809000,17438,-0.012210012210012167
2025-07-02,804000,821000,798000,820000,19863,0.013597033374536549
2025-07-03,816000,828000,814000,821000,14493,0.0012195121951219523
2025-07-04,821000,824000,798000,799000,12266,-0.02679658952496955
2025-07-07,810000,833000,785000,826000,15009,0.03379224030037542
2025-07-08,834000,889000,825000,879000,35979,0.06416464891041151
2025-07-09,875000,885000,849000,853000,19196,-0.029579067121729197
2025-07-10,850000,858000,845000,849000,20352,-0.004689331770222793
2025-07-11,845000,866000,843000,854000,10727,0.005889281507656108
2025-07-14,847000,856000,837000,853000,11964,-0.0011709601873536313
2025-07-15,845000,855000,831000,840000,14431,-0.015240328253223967
2025-07-16,834000,843000,820000,820000,18924,-0.023809523809523836
2025-07-17,826000,826000,811000,825000,15276,0.0060975609756097615
2025-07-18,820000,830000,802000,809000,14536,-0.019393939393939408
2025-07-21,810000,835000,810000,834000,15884,0.030902348578492056
2025-07-22,826000,838000,824000,834000,10827,0.0
2025-07-23,839000,843000,818000,826000,12124,-0.00959232613908878
2025-07-24,822000,830000,814000,816000,11770,-0.01210653753026636
2025-07-25,808000,825000,807000,817000,5677,0.001225490196078427
2025-07-28,817000,832000,811000,815000,7890,-0.002447980416156681
2025-07-29,807000,811000,797000,800000,15832,-0.018404907975460127
2025-07-30,815000,865000,811000,833000,47615,0.04125000000000001
2025-07-31,825000,825000,796000,800000,39770,-0.03961584633853543
2025-08-01,793000,800000,759000,759000,30162,-0.05125000000000002
2025-08-04,768000,768000,745000,759000,9837,0.0
2025-08-05,766000,791000,762000,763000,10756,0.005270092226614009
2025-08-06,761000,776000,760000,767000,10379,0.005242463958060384
2025-08-07,772000,821000,765000,815000,45731,0.0625814863102998
2025-08-08,807000,807000,787000,790000,12622,-0.030674846625766916
2025-08-11,800000,800000,788000,796000,9431,0.0075949367088608
2025-08-12,792000,804000,775000,775000,12401,-0.02638190954773867
2025-08-13,775000,795000,774000,795000,10529,0.02580645161290329
2025-08-14,793000,807000,792000,807000,18932,0.015094339622641506
2025-08-18,799000,805000,782000,782000,11537,-0.030978934324659257
2025-08-19,793000,793000,781000,786000,7087,0.005115089514066584
2025-08-20,793000,793000,771000,786000,7963,0.0
2025-08-21,786000,807000,784000,788000,10745,0.0025445292620864812
2025-08-22,800000,844000,799000,811000,41408,0.02918781725888331
2025-08-25,814000,820000,808000,817000,15127,0.007398273736128225
2025-08-26,834000,857000,780000,792000,66805,-0.030599755201958345
2025-08-27,802000,814000,794000,809000,21125,0.02146464646464641
