date,open,high,low,close,volume,Change
2025-07-01,85900,88400,85600,87300,268837,0.015116279069767424
2025-07-02,86500,86650,81800,83700,275249,-0.04123711340206182
2025-07-03,83900,84400,82300,84400,196164,0.008363201911588902
2025-07-04,83800,84000,78500,78700,270893,-0.06753554502369663
2025-07-07,77000,80400,77000,80000,102420,0.016518424396442244
2025-07-08,80900,84000,80300,83200,280592,0.040000000000000036
2025-07-09,82600,83800,80500,83200,234289,0.0
2025-07-10,82600,87800,82400,86900,456922,0.044471153846153744
2025-07-11,87000,89700,86100,87400,290739,0.005753739930955071
2025-07-14,86800,89400,85100,88600,273220,0.013729977116704761
2025-07-15,88200,90500,88000,89000,211901,0.004514672686230181
2025-07-16,88300,88600,86000,86700,142450,-0.025842696629213457
2025-07-17,86700,87400,85600,86300,135595,-0.0046136101499423265
2025-07-18,86300,86700,83200,85400,110430,-0.010428736964078755
2025-07-21,85500,86700,84200,85000,134145,-0.004683840749414525
2025-07-22,86300,87700,84700,85900,191002,0.010588235294117565
2025-07-23,86400,86400,82400,83300,189355,-0.030267753201396963
2025-07-24,83000,83400,81300,82000,208936,-0.015606242496998823
2025-07-25,81800,82400,81000,81900,136353,-0.0012195121951219523
2025-07-28,81800,83200,80700,81000,188652,-0.01098901098901095
2025-07-29,82000,82200,79200,81300,240769,0.0037037037037037646
2025-07-30,80500,81800,80100,80900,109005,-0.004920049200492049
2025-07-31,81700,86300,81700,85300,446640,0.05438813349814575
2025-08-01,83900,84600,82000,83800,252354,-0.017584994138335253
2025-08-04,83000,83000,78200,79000,447625,-0.05727923627684961
2025-08-05,79700,81300,79500,80800,201623,0.022784810126582178
2025-08-06,80000,82500,79400,81700,173832,0.011138613861386037
2025-08-07,81300,82700,80600,82700,159773,0.012239902080783294
2025-08-08,84000,87400,83100,85500,317430,0.033857315598548876
2025-08-11,86700,86700,84100,84400,95448,-0.012865497076023358
2025-08-12,83800,87100,83500,86700,283784,0.027251184834123254
2025-08-13,86400,86800,82000,83200,313523,-0.04036908881199541
2025-08-14,82500,82500,80100,81600,235547,-0.019230769230769273
2025-08-18,81700,83700,80500,82000,161003,0.004901960784313708
2025-08-19,82400,82400,80500,81100,159537,-0.01097560975609757
