date,open,high,low,close,volume,Change
2025-07-01,28600,30850,28600,29900,317408,0.052816901408450745
2025-07-02,30100,30600,29600,30400,168092,0.01672240802675584
2025-07-03,30050,30500,29650,30200,124600,-0.006578947368421018
2025-07-04,30300,31350,29300,29350,144198,-0.028145695364238388
2025-07-07,29500,30450,29050,30200,99318,0.028960817717206044
2025-07-08,30150,30400,29900,30300,78506,0.0033112582781456013
2025-07-09,30100,31200,30050,30900,138305,0.01980198019801982
2025-07-10,31050,31850,30600,30800,175592,-0.003236245954692518
2025-07-11,30800,31350,30550,31100,76471,0.009740259740259827
2025-07-14,31000,31750,30850,31150,109297,0.001607717041800738
2025-07-15,31050,32000,31050,31700,130361,0.017656500802568198
2025-07-16,32000,32200,30750,31050,174701,-0.02050473186119872
2025-07-17,31050,31400,30350,30750,99711,-0.009661835748792313
2025-07-18,30700,30850,30200,30650,82480,-0.003252032520325243
2025-07-21,30500,30900,30100,30650,74804,0.0
2025-07-22,30450,31100,30350,30700,68474,0.0016313213703098572
2025-07-23,31300,31950,30450,31200,113520,0.016286644951140072
2025-07-24,31050,31600,30850,31200,102576,0.0
2025-07-25,30900,31300,30550,30900,87721,-0.009615384615384581
2025-07-28,30900,30950,30000,30100,115969,-0.02588996763754048
2025-07-29,29900,30350,29450,29900,146485,-0.006644518272425293
2025-07-30,29850,30050,29400,29800,103871,-0.0033444816053511683
2025-07-31,29700,30200,29500,29800,90132,0.0
2025-08-01,29550,29600,28700,29150,141747,-0.021812080536912748
2025-08-04,29400,29400,28650,29000,90477,-0.005145797598627766
2025-08-05,29150,29650,28950,29000,74503,0.0
2025-08-06,28800,29450,28800,29250,42768,0.008620689655172376
2025-08-07,29300,29600,28850,28950,58583,-0.01025641025641022
2025-08-08,28900,29200,28650,28750,87128,-0.006908462867012077
2025-08-11,29000,29000,28500,28650,43822,-0.003478260869565264
2025-08-12,28650,28950,28050,28150,65195,-0.017452006980802848
2025-08-13,28200,28450,27750,28000,62741,-0.005328596802841923
2025-08-14,28050,28150,27200,27250,105998,-0.0267857142857143
2025-08-18,27100,27650,27050,27150,46386,-0.003669724770642202
2025-08-19,27150,27150,26550,26700,79174,-0.016574585635359074
2025-08-20,26500,26650,26000,26500,96346,-0.0074906367041198685
2025-08-21,26750,27050,26450,26550,51285,0.0018867924528302993
2025-08-22,27200,27550,27050,27200,45323,0.024482109227871973
2025-08-25,27550,27750,27050,27550,34992,0.012867647058823595
2025-08-26,27550,27900,27200,27500,51527,-0.001814882032667886
2025-08-27,27800,27800,27200,27450,56606,-0.0018181818181818299
2025-08-28,27400,27750,27350,27700,48770,0.00910746812386165
2025-08-29,27950,27950,27000,27250,52873,-0.016245487364620947
2025-09-01,27250,27800,27050,27500,53967,0.00917431192660545
2025-09-02,27500,27700,27150,27350,32833,-0.00545454545454549
2025-09-03,27050,27450,26850,27100,50407,-0.009140767824497242
2025-09-04,27050,27700,27050,27550,40610,0.016605166051660625
2025-09-05,27300,27800,27200,27500,55580,-0.001814882032667886
2025-09-08,27650,27750,27250,27450,43663,-0.0018181818181818299
2025-09-09,27700,27700,27100,27500,53204,0.0018214936247722413
2025-09-10,27300,27950,27300,27800,67591,0.01090909090909098
2025-09-11,28000,28200,27750,27950,99638,0.0053956834532373765
2025-09-12,28650,29200,28250,28900,116839,0.03398926654740597
2025-09-15,28700,29400,28700,28800,75395,-0.0034602076124568004
2025-09-16,28850,29200,28450,28500,54394,-0.01041666666666663
2025-09-17,28300,28700,28250,28550,81088,0.0017543859649122862
