date,open,high,low,close,volume,Change
2025-07-01,59300,60400,57000,58700,624828,-0.02329450915141429
2025-07-02,58300,58500,56400,57900,410622,-0.013628620102214661
2025-07-03,58400,58500,56400,56600,298953,-0.022452504317789335
2025-07-04,56900,57000,54900,55000,282779,-0.028268551236749095
2025-07-07,53800,55600,53700,55500,197908,0.009090909090909038
2025-07-08,56000,56700,55000,55500,233621,0.0
2025-07-09,55700,56000,54300,55600,201715,0.0018018018018017834
2025-07-10,55800,55800,55000,55700,170156,0.0017985611510791255
2025-07-11,55900,56000,54400,54500,172879,-0.021543985637342944
2025-07-14,54000,54500,52700,53700,244804,-0.014678899082568808
2025-07-15,54600,55100,53000,53400,271210,-0.005586592178770999
2025-07-16,54000,54400,52500,52600,182405,-0.014981273408239737
2025-07-17,53000,53200,52100,52500,129465,-0.0019011406844106071
2025-07-18,52600,52800,51800,52600,126158,0.0019047619047618536
2025-07-21,52700,53100,52200,52600,113503,0.0
2025-07-22,52600,52600,51000,51400,166607,-0.02281368821292773
2025-07-23,51200,52000,50400,51600,135550,0.0038910505836575737
2025-07-24,51900,52400,51100,51500,321425,-0.0019379844961240345
2025-07-25,51400,51700,50500,51300,146967,-0.003883495145631022
2025-07-28,51400,53300,50800,51900,352631,0.011695906432748648
2025-07-29,52600,53800,51200,52800,324616,0.01734104046242768
2025-07-30,52500,52500,51300,51900,261980,-0.017045454545454586
2025-07-31,52000,52400,51200,52200,205059,0.005780346820809301
2025-08-01,51500,51600,48900,49250,358219,-0.056513409961685857
2025-08-04,49250,50700,49250,50700,235650,0.029441624365482255
2025-08-05,51100,51500,50500,51100,148479,0.007889546351084853
2025-08-06,50800,53900,50800,52900,477628,0.03522504892367917
2025-08-07,53500,53700,52400,53500,219558,0.011342155009451904
2025-08-08,53300,53400,52300,52400,138283,-0.020560747663551426
2025-08-11,52800,54300,52600,53700,219337,0.024809160305343525
2025-08-12,54000,54200,52200,52700,206405,-0.01862197392923648
2025-08-13,53400,53400,52400,53400,113252,0.013282732447817747
2025-08-14,53300,53400,52400,53300,118530,-0.0018726591760299671
2025-08-18,53300,54800,53200,54600,287603,0.024390243902439046
2025-08-19,52500,52600,49400,49850,572298,-0.08699633699633702
2025-08-20,47000,48900,46700,48750,453487,-0.0220661985957874
2025-08-21,49000,52900,48400,52500,659230,0.07692307692307687
2025-08-22,53500,53700,50400,51200,463272,-0.024761904761904763
2025-08-25,52100,52100,50900,51500,203840,0.005859375
2025-08-26,51200,51200,49900,49950,185209,-0.030097087378640808
2025-08-27,50600,50900,49950,50500,144148,0.011011011011011096
2025-08-28,50100,51200,50000,50700,93610,0.003960396039603964
2025-08-29,50900,51000,50100,50300,74921,-0.007889546351084853
2025-09-01,50400,50800,49650,49850,78650,-0.008946322067594381
2025-09-02,50100,50800,49900,50500,120013,0.013039117352056095
2025-09-03,50500,51300,50400,50800,97769,0.005940594059405946
2025-09-04,51100,52000,51050,51600,146752,0.015748031496062964
2025-09-05,51700,51700,50700,51400,99663,-0.003875968992248069
2025-09-08,51200,51200,50500,51000,83148,-0.0077821011673151474
2025-09-09,51000,51300,50400,51200,77813,0.0039215686274509665
2025-09-10,51000,51400,50800,51200,127536,0.0
2025-09-11,51200,51700,50400,51200,207909,0.0
2025-09-12,50300,50400,48650,49900,275643,-0.025390625
2025-09-15,49550,49550,48250,48800,271939,-0.022044088176352727
2025-09-16,49250,50100,49200,50100,220360,0.026639344262294973
2025-09-17,49750,49750,49200,49650,93041,-0.008982035928143728
2025-09-18,49750,49750,48850,49100,154354,-0.011077542799597162
2025-09-19,49350,49700,48800,48900,156732,-0.004073319755600768
2025-09-22,49450,50200,49150,49500,124902,0.012269938650306678
2025-09-23,49450,50600,49450,49600,218058,0.002020202020202033
2025-09-24,49900,50500,49300,49350,196449,-0.005040322580645129
2025-09-25,49400,49400,48550,48800,143361,-0.011144883485309065
2025-09-26,48550,48550,47000,47500,186632,-0.026639344262295084
2025-09-29,47800,47900,47300,47650,134892,0.0031578947368420263
2025-09-30,47300,47850,47300,47650,78564,0.0
2025-10-01,47500,48400,47500,47850,92839,0.0041972717733473885
2025-10-02,47900,48300,47550,48000,168248,0.0031347962382444194
2025-10-10,47650,48850,47500,48700,162588,0.014583333333333393
2025-10-13,48450,48600,47500,48300,154849,-0.008213552361396315
2025-10-14,48800,49350,48000,48300,260046,0.0
2025-10-15,48700,50700,48350,49750,315578,0.03002070393374745
2025-10-16,50900,50900,49750,50300,228579,0.011055276381909618
2025-10-17,49500,50700,49150,49850,236180,-0.008946322067594381
2025-10-20,50500,50800,49550,50100,149551,0.005015045135406293
2025-10-21,51200,53100,51000,51500,500303,0.027944111776447178
2025-10-22,51000,51500,50000,51300,230466,-0.003883495145631022
2025-10-23,50400,51800,50200,51000,223112,-0.005847953216374324
2025-10-24,51800,52800,51300,52400,294349,0.027450980392156765
